DateTime;fv_r[];fv_l[];abp_finger[mm_Hg];abp_arm[mm_Hg];ekg[];marker[];etco2[mm_Hg];rr[bpm];co2[mm_Hg]
41905.59868;41.89;48.34;109.9;101.1;-0.2197;-0.0146;37;5.997;3.003
41905.59868;41.89;48.34;108.9;100.6;-0.2197;0.0049;37;5.997;3.003
41905.59868;42.97;49.41;110.8;98.63;-0.2148;-0.0244;37;5.997;3.003
41905.59868;42.97;49.41;110.4;100.1;-0.2148;0.0049;37;5.997;3.003
41905.59868;42.97;49.41;113.8;99.61;-0.2344;0.0049;37;5.997;3.003
41905.59868;42.97;49.41;114.3;101.1;-0.2246;0.0049;37;5.997;3.003
41905.59868;45.12;52.64;116.7;99.12;-0.2295;0;37;5.997;3.003
41905.59868;45.65;52.64;117.7;100.1;-0.2002;0.0098;37;5.997;3.003
41905.59868;45.65;52.64;117.7;100.6;-0.1807;0.0049;37;5.997;3.003
41905.59868;46.19;53.71;117.2;100.6;-0.1709;-0.0195;37;5.997;3.003
41905.59868;46.19;53.71;123;99.61;-0.166;-0.0293;37;5.997;3.003
41905.59868;46.73;53.71;122.6;100.6;-0.1514;-0.0049;37;5.997;3.003
41905.59868;46.19;54.79;124;102.5;-0.1367;-0.0342;37;5.997;3.003
41905.59868;46.73;54.79;121.1;105.5;-0.0977;0.0049;37;5.997;3.003
41905.59868;46.19;54.79;121.6;107.9;-0.0537;0.0049;37;5.997;3.003
41905.59868;45.12;53.71;123.5;110.8;-0.0391;-0.0146;37;5.997;3.003
41905.59868;45.12;53.71;123;114.7;-0.0586;0.0049;37;5.997;3.003
41905.59868;45.12;53.71;128.4;115.7;-0.0928;-0.0195;37;5.997;3.003
41905.59868;45.12;53.71;126;121.1;-0.1416;0;37;5.997;3.003
41905.59868;45.12;53.71;127;124;-0.1758;-0.0195;37;5.997;3.003
41905.59868;45.12;53.71;127;125.5;-0.2393;0.0049;37;5.997;3.003
41905.59868;45.12;52.64;125;126.5;-0.2686;-0.0049;37;5.997;3.003
41905.59868;45.65;52.64;125.5;132.3;-0.2979;-0.0195;37;5.997;3.003
41905.59868;45.12;52.64;126.5;134.3;-0.332;-0.0049;37;5.997;3.003
41905.59868;46.73;51.56;124;137.2;-0.3125;0.0049;37;5.997;3.003
41905.59868;46.19;51.56;121.6;139.2;-0.332;0.0049;37;5.997;3.003
41905.59868;46.19;51.56;120.6;141.6;-0.3271;-0.0049;37;5.997;3.003
41905.59868;45.65;51.56;121.1;143.6;-0.3271;-0.0049;37;5.997;3.003
41905.59868;45.12;51.56;120.1;144;-0.3125;-0.0098;37;5.997;3.003
41905.59868;45.65;51.56;118.2;147;-0.3125;0.0049;37;5.997;3.003
41905.59868;45.65;51.56;119.1;145;-0.3271;0;37;5.997;3.003
41905.59868;45.12;49.41;116.2;147.9;-0.3174;0;37;5.997;3.003
41905.59868;45.12;49.41;116.2;147.5;-0.3076;-0.0098;37;5.997;3.003
41905.59868;45.12;49.41;116.7;147;-0.3223;0;37;5.997;3.003
41905.59868;44.58;48.34;116.2;146.5;-0.3174;0;37;5.997;3.003
41905.59868;44.04;47.8;114.3;146.5;-0.293;0;37;5.997;3.003
41905.59868;44.58;48.34;115.2;145;-0.2295;-0.0195;37;5.997;3.003
41905.59868;44.04;47.8;116.7;142.1;-0.1074;-0.0293;37;5.997;3.003
41905.59868;41.89;46.19;113.8;143.1;0.0537;-0.0098;37;5.997;3.003
41905.59868;41.89;45.65;114.3;141.1;0.332;0;37;5.997;3.003
41905.59868;40.82;45.12;111.8;139.6;0.7764;0.0098;37;5.997;3.003
41905.59868;40.82;45.12;110.8;136.7;1.265;0.0049;37;5.997;3.003
41905.59868;40.82;45.12;108.9;137.2;1.538;0.0146;37;5.997;3.003
41905.59869;40.82;45.12;111.3;135.3;1.411;-0.0049;37;5.997;3.003
41905.59869;40.82;44.58;111.8;133.3;0.957;-0.0195;37;5.997;3.003
41905.59869;40.82;44.58;110.4;130.9;0.3662;-0.0049;37;5.997;3.003
41905.59869;39.75;45.12;107.9;131.8;-0.2637;0.0049;37;5.997;3.003
41905.59869;39.75;45.12;111.3;129.4;-0.5859;-0.0146;37;5.997;3.003
41905.59869;39.75;45.12;109.4;127.9;-0.6006;0.0049;37;5.997;3.003
41905.59869;38.67;45.12;109.9;126.5;-0.5078;-0.0146;37;5.997;3.003
41905.59869;38.67;45.12;107.9;123.5;-0.3564;-0.0049;37;5.997;3.003
41905.59869;38.67;45.12;112.3;122.6;-0.2588;-0.0146;37;5.997;3.003
41905.59869;37.6;45.12;109.4;119.6;-0.1709;-0.0146;37;5.997;3.003
41905.59869;37.6;45.12;107.4;118.7;-0.1465;-0.0049;37;5.997;3.003
41905.59869;37.6;45.12;108.4;118.7;-0.1563;-0.0098;37;5.997;3.003
41905.59869;37.6;45.12;108.9;117.2;-0.1416;0.0049;37;5.997;3.003
41905.59869;38.67;42.97;106.9;115.2;-0.1221;0.0049;37;5.997;3.003
41905.59869;38.67;42.43;108.9;112.8;-0.1074;-0.0049;37;5.997;3.003
41905.59869;38.67;42.97;106.4;112.8;-0.1025;-0.0049;37;5.997;3.003
41905.59869;39.75;42.97;107.4;109.9;-0.0879;-0.0049;37;5.997;3.003
41905.59869;39.75;42.43;107.9;110.8;-0.0879;-0.0049;37;5.997;3.003
41905.59869;39.75;42.43;108.4;109.9;-0.0732;-0.0342;37;5.997;3.003
41905.59869;37.6;41.89;106.4;109.4;-0.0488;0.0049;37;5.997;3.003
41905.59869;37.6;41.89;107.4;109.9;-0.0342;0;37;5.997;3.003
41905.59869;37.6;41.36;106;109.4;-0.0146;0;37;5.997;3.003
41905.59869;37.6;41.89;107.9;109.4;0.0098;0;37;5.997;3.003
41905.59869;37.6;41.89;107.4;108.4;0.0293;0;37;5.997;3.003
41905.59869;37.6;41.89;106;109.9;0.083;0.0049;37;5.997;3.003
41905.59869;37.6;41.36;106;108.4;0.1172;-0.0098;37;5.997;3.003
41905.59869;37.6;41.36;105;111.3;0.1514;0.0049;37;5.997;3.003
41905.59869;37.6;41.89;105;110.8;0.1709;0;37;5.997;3.003
41905.59869;37.6;41.36;105.5;112.3;0.2295;0;37;5.997;3.003
41905.59869;37.6;41.89;103.5;113.3;0.2832;0.0098;37;5.997;3.003
41905.59869;36.52;40.82;105.5;110.4;0.332;0;37;5.997;3.003
